generation: 35 best: -673.808 fitness: -673.808|-671.538|-108.011|-94.2374|-94.4224|-94.3812|-115.063|-155.878|-137.981|-95.8048|
generation: 36 best: -673.808 fitness: -673.808|-671.538|-108.765|-179.753|-97.8724|-94.3159|-95.6918|-118.81|-94.4816|-94.2812|
generation: 37 best: -673.808 fitness: -673.808|-671.538|-112.471|-96.3149|-103.609|-98.2015|-154.057|-134.167|-129.019|-94.8372|
generation: 38 best: -673.808 fitness: -673.808|-671.538|-116.553|-94.4432|-96.9675|-111.452|-94.6266|-104.104|-118.404|-102.067|
generation: 39 best: -673.808 fitness: -673.808|-671.538|-100.641|-102.601|-96.0758|-104.591|-102.159|-168.122|-95.2676|-97.0976|
generation: 40 best: -673.808 fitness: -673.808|-671.538|-94.4117|-94.2278|-120.738|-108.254|-116.783|-96.0704|-96.1084|-97.9835|
generation: 41 best: -673.808 fitness: -673.808|-671.538|-95.4115|-216.016|-133.99|-164.754|-217.711|-97.5869|-94.1772|-95.2133|
generation: 42 best: -673.808 fitness: -673.808|-671.538|-91.1873|-104.076|-120.27|-138.296|-101.741|-158.473|-95.9822|-124.15|
generation: 43 best: -673.808 fitness: -673.808|-671.538|-105.03|-98.3395|-109.236|-95.2267|-103.925|-88.0875|-149.689|-102.435|
generation: 44 best: -673.808 fitness: -673.808|-671.538|-93.4021|-118.273|-134.994|-102.635|-99.4176|-162.985|-96.178|-172.706|
generation: 45 best: -673.808 fitness: -673.808|-671.538|-157.417|-171.927|-95.3058|-100.331|-101.551|-163.011|-131.818|-101.775|
generation: 46 best: -673.808 fitness: -673.808|-671.538|-99.6955|-93.4305|-195.377|-136.708|-95.031|-142.294|-169.311|-139.986|
generation: 47 best: -673.808 fitness: -673.808|-671.538|-92.3254|-102.55|-92.2363|-122.493|-120.6|-101.652|-168.532|-100.646|
generation: 0 best: -167.56 fitness: -82.7678|-88.3577|-73.738|-167.56|-129.062|-75.0386|-73.3343|-78.2544|-71.4136|-77.7271|
generation: 1 best: -253.021 fitness: -167.56|-129.062|-187.381|-76.5132|-70.7346|-76.906|-85.312|-74.173|-253.021|-71.5468|
generation: 2 best: -273.809 fitness: -253.021|-187.381|-139.39|-247.756|-269.675|-273.809|-72.3447|-231.061|-83.9094|-161.285|
